time,knee_angle_r,Torque,path_actuator,,Moment arm,,,,Moment arm
0.83,-21.66860194,44.34813015,-649.4018714,,,,,,-0.068290734
0.83003113,-21.66755974,44.34032079,-649.2804174,,,,,,-0.06829148
0.83006227,-21.66651654,44.3325114,-649.1589634,,,,,,-0.068292227
0.83021794,-21.66128544,44.29346128,-648.5516933,,,,,,-0.068295961
0.8309963,-21.63475522,44.09814281,-645.5153428,,,,,,-0.068314632
0.83215412,-21.59414514,43.80739149,-640.9986913,,,,,,-0.068342404
0.83356113,-21.54296174,43.45372944,-635.510001,,,,,,-0.068376154
0.83496813,-21.48977675,43.09969675,-630.0213107,,,,,,-0.068409903
0.835,-21.48854921,43.09167446,-629.8970038,,,,,,-0.068410667
0.83507024,-21.48583987,43.07191395,-629.5926467,,,,,,-0.068412352
0.83514048,-21.48312562,43.05215241,-629.2882897,,,,,,-0.068414037
0.83549166,-21.4694808,42.95332904,-627.7665043,,,,,,-0.068422461
0.83724761,-21.39943861,42.45882834,-620.1575776,,,,,,-0.06846458
0.83872072,-21.33834689,42.0434828,-613.7742279,,,,,,-0.068499916
0.84,-21.28354511,41.68242438,-608.2308272,,,,,,-0.068530601
0.84005823,-21.28101155,41.66526098,-607.9679872,,,,,,-0.068531998
0.84011646,-21.27847457,41.64809684,-607.7051472,,,,,,-0.068533395
0.84040761,-21.26573827,41.56226512,-606.390947,,,,,,-0.068540379
0.84186334,-21.20076797,41.13283094,-599.8199464,,,,,,-0.068575297
0.84331908,-21.13365007,40.702938,-593.2489457,,,,,,-0.068610215
0.84477482,-21.06440935,40.27258615,-586.677945,,,,,,-0.068645134
0.845,-21.05351304,40.20597692,-585.6615205,,,,,,-0.068650535
0.84530155,-21.03884423,40.11439393,-584.2659144,,,,,,-0.068657769
0.84560311,-21.02408827,40.02279089,-582.8703083,,,,,,-0.068665002
0.84711088,-20.94901811,39.56447244,-575.8922775,,,,,,-0.068701169
0.84853638,-20.87608462,39.13069939,-569.2950236,,,,,,-0.068735362
0.84996188,-20.80125146,38.69647517,-562.6977696,,,,,,-0.068769555
0.85,-20.79922418,38.68485655,-562.5213402,,,,,,-0.068770469
0.85016683,-20.7903364,38.63206339,-561.720982,,,,,,-0.068774471
0.85033366,-20.78142273,38.57926383,-560.9206239,,,,,,-0.068778473
0.85116781,-20.73646663,38.31516992,-556.918833,,,,,,-0.068798481
0.85269342,-20.65257742,37.83174512,-549.5998178,,,,,,-0.068835076
0.85421903,-20.56653912,37.34778464,-542.2808027,,,,,,-0.06887167
0.855,-20.5216725,37.09983612,-538.5341699,,,,,,-0.068890403
0.8553024,-20.50415207,37.00284748,-537.0697521,,,,,,-0.068897657
0.8556048,-20.48654992,36.90583759,-535.6053342,,,,,,-0.06890491
0.85711679,-20.39732627,36.42046934,-528.2832449,,,,,,-0.068941178
0.85847379,-20.31554383,35.98439962,-521.7116792,,,,,,-0.068973728
0.8598308,-20.23216431,35.5479022,-515.1401136,,,,,,-0.069006279
0.86,-20.22165727,35.49344786,-514.3207424,,,,,,-0.069010337
0.86045646,-20.19319,35.34330816,-512.063888,,,,,,-0.069021286
0.86091292,-20.16454637,35.19311905,-509.8070335,,,,,,-0.069032235
0.86254099,-20.06096149,34.65702789,-501.7573757,,,,,,-0.069071287
0.8647487,-19.91700699,33.92907321,-490.8418757,,,,,,-0.069124243
0.865,-19.90037091,33.84613834,-489.5993866,,,,,,-0.069130271
0.86523065,-19.88505785,33.76793849,-488.4291018,,,,,,-0.069135804
0.86546129,-19.86970286,33.68972559,-487.2588171,,,,,,-0.069141336
0.86661453,-19.79230796,33.29846728,-481.4073934,,,,,,-0.069168999
0.86796276,-19.7005379,32.84064241,-474.5665799,,,,,,-0.069201338
0.86931099,-19.60739374,32.38237508,-467.7257665,,,,,,-0.069233678
0.87,-19.55926598,32.14800721,-464.2297763,,,,,,-0.069250205
0.87054047,-19.52126669,31.95991594,-461.4272824,,,,,,-0.069263169
0.87108094,-19.48305249,31.77175201,-458.6247886,,,,,,-0.069276133
0.8727604,-19.36295591,31.18659128,-449.9163703,,,,,,-0.069316418
0.87443985,-19.2408504,30.60072881,-441.2079521,,,,,,-0.069356703
0.875,-19.1996876,30.4051703,-438.3034362,,,,,,-0.069370139
0.8753179,-19.17623165,30.29011237,-436.5968351,,,,,,-0.069377764
0.87563579,-19.15270788,30.17502831,-434.890234,,,,,,-0.06938539
0.87722528,-19.03409826,29.59921801,-426.3572285,,,,,,-0.069423516
0.87882927,-18.9127758,29.01749356,-417.7463557,,,,,,-0.069461991
0.88,-18.82321302,28.59248117,-411.4613779,,,,,,-0.069490073
0.88047299,-18.78679163,28.41896791,-408.8976677,,,,,,-0.069501418
0.88094597,-18.75023614,28.24539639,-406.3339575,,,,,,-0.069512764
0.88270621,-18.61304329,27.59893492,-396.7930468,,,,,,-0.069554986
0.88446644,-18.47408907,26.95166767,-387.2521362,,,,,,-0.069597209
0.885,-18.4316332,26.75530861,-384.3600913,,,,,,-0.069610007
0.88543724,-18.39672903,26.59348682,-381.9778481,,,,,,-0.069620495
0.88587448,-18.36172522,26.43161506,-379.5956049,,,,,,-0.069630983
0.88766815,-18.2171218,25.76704778,-369.8229627,,,,,,-0.069674007
0.88946183,-18.07096266,25.10163967,-360.0503204,,,,,,-0.069717032
0.89,-18.02681882,24.90182793,-357.1181565,,,,,,-0.069729941
0.89051561,-17.98440478,24.70736852,-354.2665706,,,,,,-0.069742309
0.89103121,-17.94187541,24.51283849,-351.4149847,,,,,,-0.069754676
0.8928407,-17.79174776,23.829592,-341.4075568,,,,,,-0.06979808
0.89465018,-17.64032709,23.14547672,-331.400129,,,,,,-0.069841484
0.895,-17.61091189,23.01311941,-329.4654353,,,,,,-0.069849875
0.89545496,-17.57259,22.84051175,-326.9432318,,,,,,-0.069860788
0.89590992,-17.5341954,22.66784904,-324.4210284,,,,,,-0.069871701
0.89772883,-17.38000241,21.97699895,-314.3373383,,,,,,-0.069915331
0.89954774,-17.22476645,21.28526895,-304.2536482,,,,,,-0.06995896
0.9,-17.1860165,21.11313974,-301.7464264,,,,,,-0.069969809
0.90136531,-17.06869457,20.59037105,-294.1374087,,,,,,-0.070002558
0.90273063,-16.95090129,20.06710404,-286.5283909,,,,,,-0.070035308
0.90409594,-16.83268242,19.54333859,-278.9193731,,,,,,-0.070068057
0.905,-16.75419152,19.1962471,-273.8809756,,,,,,-0.070089743
0.9054702,-16.71330819,19.01497726,-271.2510733,,,,,,-0.070101021
0.9059404,-16.67238706,18.83364809,-268.621171,,,,,,-0.0701123
0.90773696,-16.5157264,18.14027513,-258.5727798,,,,,,-0.070155394
0.90953352,-16.35864869,17.44603612,-248.5243885,,,,,,-0.070198487
0.91,-16.31780573,17.26563505,-245.9153194,,,,,,-0.070209677
0.91093931,-16.23550243,16.9021552,-240.6610267,,,,,,-0.070232208
0.91187862,-16.15312967,16.53843858,-235.4067339,,,,,,-0.070254739
0.91338542,-16.02087656,15.95448754,-226.9780531,,,,,,-0.070290882
0.91489222,-15.88852365,15.36992723,-218.5493723,,,,,,-0.070327025
0.915,-15.87905409,15.32809016,-217.9464671,,,,,,-0.070329611
0.91531213,-15.85162951,15.2147218,-216.3114818,,,,,,-0.070337098
0.91562426,-15.82420362,15.10132895,-214.6764964,,,,,,-0.070344585
0.91718493,-15.68706499,14.5339976,-206.5015696,,,,,,-0.07038202
0.91882749,-15.54275142,13.93623142,-197.8976207,,,,,,-0.07042142
0.92,-15.43979579,13.50911521,-191.7558914,,,,,,-0.070449545
0.9202421,-15.41854801,13.43256251,-190.6535442,,,,,,-0.070455352
0.92048421,-15.39730466,13.35599706,-189.551197,,,,,,-0.070461159
0.92169473,-15.29115801,12.97297761,-184.0394609,,,,,,-0.070490196
0.92311633,-15.16666643,12.52276213,-177.5666398,,,,,,-0.070524295
0.92453793,-15.0423873,12.07210522,-171.0938187,,,,,,-0.070558395
0.925,-15.00204861,11.92553059,-168.989921,,,,,,-0.070569478
0.92526396,-14.97901969,11.8500806,-167.9056975,,,,,,-0.07057581
0.92552791,-14.95600184,11.77461685,-166.8214739,,,,,,-0.070582141
0.9268477,-14.8410887,11.39709229,-161.4003563,,,,,,-0.070613799
0.92831878,-14.71337583,10.97588647,-155.3578,,,,,,-0.070649085
0.92978986,-14.5860914,10.55425421,-149.3152437,,,,,,-0.070684372
0.93,-14.56794651,10.49399013,-148.4520775,,,,,,-0.070689412
0.93029491,-14.54249864,10.40584715,-147.1904431,,,,,,-0.070696486
0.93058982,-14.51707059,10.31768633,-145.9288087,,,,,,-0.07070356
0.93206437,-14.39024478,9.876614458,-139.6206369,,,,,,-0.07073893
0.93361199,-14.25773689,9.413203676,-132.9998404,,,,,,-0.070776052
0.935,-14.13946216,8.997170265,-127.0619025,,,,,,-0.070809346
0.93512729,-14.12864372,8.959650628,-126.5265783,,,,,,-0.0708124
0.93525458,-14.11783017,8.922127722,-125.9912541,,,,,,-0.070815453
0.93589104,-14.06383655,8.734464187,-123.314633,,,,,,-0.07083072
0.93759715,-13.91972418,8.230999844,-116.1395365,,,,,,-0.070871644
0.93930327,-13.77655352,7.726948259,-108.96444,,,,,,-0.070912568
0.94,-13.71836677,7.520938154,-106.0343221,,,,,,-0.07092928
0.94043338,-13.68225847,7.394774633,-104.240322,,,,,,-0.070939676
0.94086675,-13.64621628,7.268573789,-102.4463218,,,,,,-0.070950071
0.94279156,-13.48695556,6.707611893,-94.47840917,,,,,,-0.070996241
0.94471637,-13.32906307,6.145914239,-86.51049654,,,,,,-0.071042411
0.945,-13.30591488,6.063081899,-85.3363681,,,,,,-0.071049214
0.94521854,-13.28810047,5.994019206,-84.35810388,,,,,,-0.071054456
0.94543708,-13.2703047,5.924946257,-83.37983966,,,,,,-0.071059698
0.94652977,-13.18161349,5.579427648,-78.48851855,,,,,,-0.071085909
0.9481004,-13.05499772,5.082328897,-71.45771756,,,,,,-0.071123583
0.94967104,-12.92943522,4.584700399,-64.42691657,,,,,,-0.071161257
0.95,-12.9032721,4.480408846,-62.95436942,,,,,,-0.071169148
0.95008374,-12.8966196,4.455338406,-62.60033705,,,,,,-0.071171157
0.95016748,-12.88997015,4.430266544,-62.24630468,,,,,,-0.071173165
0.95058617,-12.85676855,4.304885886,-60.47614284,,,,,,-0.071183209
0.95237909,-12.71545408,3.767578145,-52.89594779,,,,,,-0.071226215
0.955,-12.51141519,2.98096659,-41.81519107,,,,,,-0.071289082
0.95540535,-12.48013341,2.871879181,-40.27948539,,,,,,-0.071298805
0.9558107,-12.4489267,2.762761909,-38.74377971,,,,,,-0.071308528
0.95783744,-12.29402473,2.216727586,-31.0652513,,,,,,-0.071357143
0.95986419,-12.14101891,1.669946685,-23.38672289,,,,,,-0.071405758
0.96,-12.13083443,1.633280385,-22.87218722,,,,,,-0.071409016
0.96015435,-12.11927052,1.590117609,-22.26658841,,,,,,-0.071412718
0.96030869,-12.10771786,1.546950343,-21.6609896,,,,,,-0.071416421
0.96108043,-12.05012526,1.331046773,-18.63299556,,,,,,-0.071434932
0.96278028,-11.92428883,0.855091879,-11.96339184,,,,,,-0.071475706
0.96448014,-11.79986388,0.378593093,-5.29378812,,,,,,-0.07151648
0.965,-11.762092,0.232759325,-3.25405762,,,,,,-0.07152895
0.96521238,-11.74669873,0.16505268,-2.30733047,,,,,,-0.071534044
0.96542475,-11.73132741,0.097336389,-1.36060331,,,,,,-0.071539138
0.96648664,-11.65480485,-0.241389752,3.37303246,,,,,,-0.07156461
0.9681179,-11.53834607,-0.762210438,10.64484138,,,,,,-0.071603738
0.96974916,-11.42319828,-1.283600196,17.91665029,,,,,,-0.071642867
0.97,-11.40560604,-1.363823359,19.03481651,,,,,,-0.071648884
0.97034762,-11.38127521,-1.485924472,20.73656256,,,,,,-0.071657222
0.97069524,-11.35700187,-1.608053963,22.4383086,,,,,,-0.071665561
0.97243334,-11.23649954,-2.21912711,30.94703882,,,,,,-0.071707252
0.975,-11.06115415,-3.12280088,43.51194531,,,,,,-0.071768818
0.97509654,-11.05461804,-3.153460742,43.93773073,,,,,,-0.071771134
0.97519309,-11.04808616,-3.184122587,44.36351616,,,,,,-0.07177345
0.97567581,-11.0154896,-3.337461361,46.49244327,,,,,,-0.071785028
0.97715415,-10.91629323,-3.807373335,53.01235603,,,,,,-0.071820489
0.97914221,-10.78434756,-4.440035971,61.7802789,,,,,,-0.071868176
0.98,-10.72793403,-4.713269398,65.56337781,,,,,,-0.071888752
0.98008162,-10.72258269,-4.733353164,65.84095757,,,,,,-0.07189071
0.98016325,-10.71723428,-4.753438032,66.11853733,,,,,,-0.071892668
0.98057137,-10.69053594,-4.853878634,67.50643614,,,,,,-0.071902457
0.98261196,-10.55810703,-5.356489228,74.4459302,,,,,,-0.071951404
0.985,-10.40531083,-5.945539715,82.56697993,,,,,,-0.072008686
0.98598574,-10.34292155,-6.134837238,85.16782941,,,,,,-0.072032331
0.98697148,-10.28091751,-6.324257755,87.76867889,,,,,,-0.072055975
0.98875455,-10.16969903,-6.667207425,92.47327938,,,,,,-0.072098745
0.99,-10.09271781,-6.906990699,95.75936326,,,,,,-0.07212862
0.99012311,-10.08513962,-6.928644609,96.05564311,,,,,,-0.072131573
0.99024623,-10.07756709,-6.950300292,96.35192296,,,,,,-0.072134526
0.99086179,-10.03978883,-7.058604864,97.83332221,,,,,,-0.072149291
0.99273076,-9.92593769,-7.38770707,102.3311438,,,,,,-0.072194122
0.99459973,-9.81334217,-7.717212557,106.8289654,,,,,,-0.072238952
0.995,-9.78938756,-7.787833637,107.7922428,,,,,,-0.072248554
0.99570198,-9.74750934,-7.914037107,109.5135153,,,,,,-0.072265392
0.99640396,-9.70579726,-8.040298544,111.2347879,,,,,,-0.07228223
0.99793687,-9.61527665,-8.316217249,114.9935325,,,,,,-0.072319
0.99946978,-9.52551615,-8.59241237,118.7522771,,,,,,-0.072355769
1,-9.49464206,-8.688009305,120.0523818,,,,,,-0.072368488
1.00032215,-9.47592597,-8.751220963,120.9129404,,,,,,-0.072376215
1.00064431,-9.45724198,-8.81444595,121.7734989,,,,,,-0.072383943
1.00225508,-9.36429695,-9.130770297,126.0762918,,,,,,-0.07242258
1.00391967,-9.26904758,-9.458013024,130.5228496,,,,,,-0.072462508
1.005,-9.20763789,-9.670586363,133.4087038,,,,,,-0.072488422
1.00517579,-9.19767417,-9.715031834,134.0140471,,,,,,-0.072492638
1.00535158,-9.18771839,-9.75948241,134.6193905,,,,,,-0.072496855
1.00623053,-9.13805981,-9.981811866,137.6461071,,,,,,-0.072517938
1.00762309,-9.05979182,-10.33431794,142.4414461,,,,,,-0.072551341
1.00901564,-8.98199884,-10.68714433,147.2367851,,,,,,-0.072584744
1.01,-8.92727041,-10.93673983,150.6264637,,,,,,-0.072608356
1.01005484,-8.92422717,-10.9501024,150.8077679,,,,,,-0.072609671
1.01010968,-8.92118453,-10.96346545,150.9890721,,,,,,-0.072610986
1.01038389,-8.90598014,-11.03028791,151.895593,,,,,,-0.072617564
1.01175495,-8.83016366,-11.36457912,156.4281975,,,,,,-0.072650451
1.01308462,-8.75692852,-11.6890648,160.8239896,,,,,,-0.072682346
1.01441429,-8.68395453,-12.01383088,165.2197817,,,,,,-0.07271424
1.015,-8.6518919,-12.1569778,167.1561079,,,,,,-0.072728289
1.01508657,-8.64715743,-12.1726526,167.3668548,,,,,,-0.072730366
1.01517314,-8.64242409,-12.18832828,167.5776016,,,,,,-0.072732443
1.01560598,-8.61877387,-12.26671975,168.6313359,,,,,,-0.072742825
1.01741392,-8.52025984,-12.59439194,173.0327093,,,,,,-0.072786192
1.01967518,-8.39757617,-13.00476182,178.5376811,,,,,,-0.072840432
1.02,-8.37999865,-13.06375909,179.3284513,,,,,,-0.072848223
1.02009517,-8.37485062,-13.07820751,179.5211617,,,,,,-0.072850506
1.02019035,-8.36970361,-13.09265685,179.713872,,,,,,-0.072852789
1.02066622,-8.34398353,-13.16491664,180.6774237,,,,,,-0.072864204
1.02236535,-8.25234251,-13.42310634,184.117874,,,,,,-0.072904961
1.02447698,-8.13882018,-13.74436741,188.3935598,,,,,,-0.072955612
1.025,-8.11075386,-13.82400663,189.4525932,,,,,,-0.072968157
1.02524413,-8.09765939,-13.86806319,190.0411198,,,,,,-0.072974013
1.02548827,-8.08456883,-13.91212669,190.6296464,,,,,,-0.072979869
1.02670894,-8.01917513,-14.13254746,193.5722795,,,,,,-0.073009149
1.02809012,-7.94529518,-14.38215986,196.9018488,,,,,,-0.073042279
1.0294713,-7.87151171,-14.63199287,200.2314182,,,,,,-0.073075409
1.03,-7.8432874,-14.72768414,201.5059346,,,,,,-0.073088091
1.03015131,-7.83521123,-14.76232654,201.9698864,,,,,,-0.073091721
1.03030262,-7.82713571,-14.7969723,202.4338383,,,,,,-0.07309535
1.03105918,-7.78676834,-14.97025168,204.7535977,,,,,,-0.073113498
1.03258799,-7.7052478,-15.32066223,209.4412421,,,,,,-0.073150169
1.03411679,-7.6237758,-15.67141653,214.1288866,,,,,,-0.07318684
1.035,-7.57671573,-15.874207,216.8369786,,,,,,-0.073208025
1.0350974,-7.57152586,-15.89476575,217.1108763,,,,,,-0.073210362
1.0351948,-7.56633591,-15.91532578,217.3847741,,,,,,-0.073212698
1.03568179,-7.54038437,-16.01814509,218.7542628,,,,,,-0.073224379
1.03727453,-7.45546625,-16.35464411,223.2332419,,,,,,-0.073262584
1.0387131,-7.37868014,-16.6588643,227.2786569,,,,,,-0.073297091
1.04,-7.30991118,-16.93124854,230.897583,,,,,,-0.073327959
1.04006279,-7.30655445,-16.94440916,231.072313,,,,,,-0.073329465
1.04012557,-7.3031976,-16.95757025,231.2470431,,,,,,-0.073330971
1.04043951,-7.2864118,-17.02338383,232.1206932,,,,,,-0.073338502
1.04148844,-7.23031024,-17.24337605,235.0397399,,,,,,-0.073363662
1.04253737,-7.17418068,-17.46351516,237.9587866,,,,,,-0.073388823
1.04263415,-7.16899978,-17.48383451,238.2281235,,,,,,-0.073391144
1.04268924,-7.16605038,-17.49540187,238.3814438,,,,,,-0.073392465
1.04272952,-7.16389395,-17.50385919,238.4935383,,,,,,-0.073393432
1.04274757,-7.16292798,-17.50764764,238.5437494,,,,,,-0.073393865
1.04275032,-7.16278039,-17.50822643,238.5514211,,,,,,-0.073393931
1.04275308,-7.1626328,-17.50880528,238.5590929,,,,,,-0.073393997
1.04276686,-7.16189485,-17.51169944,238.5974515,,,,,,-0.073394327
1.04283578,-7.15820524,-17.52617073,238.7892447,,,,,,-0.07339598
1.04318038,-7.13975975,-17.5985367,239.7482106,,,,,,-0.073404246
1.04453408,-7.06731211,-17.88297198,243.5154057,,,,,,-0.073436717
1.045,-7.04236843,-17.9809268,244.8120161,,,,,,-0.073447893
1.04505372,-7.03949187,-17.99140206,244.9503404,,,,,,-0.073449182
1.04510744,-7.03661515,-18.00187768,245.0886647,,,,,,-0.07345047
1.04537603,-7.02222882,-18.05426107,245.7802861,,,,,,-0.073456913
1.046719,-6.95020364,-18.31631179,249.2383933,,,,,,-0.073489126
1.04806197,-6.87797599,-18.57858532,252.6965005,,,,,,-0.07352134
1.04940494,-6.80553337,-18.84108164,256.1546077,,,,,,-0.073553553
1.05,-6.773378,-18.95746304,257.6868694,,,,,,-0.073567827
1.05005616,-6.77034166,-18.96920899,257.8418095,,,,,,-0.073569174
1.05011233,-6.76730512,-18.98095541,257.9967496,,,,,,-0.073570522
1.05039315,-6.7521198,-19.03969361,258.7714501,,,,,,-0.073577257
1.05154597,-6.68975323,-19.28093028,261.9516864,,,,,,-0.07360491
1.05269878,-6.62736661,-19.52234278,265.1319228,,,,,,-0.073632562
1.0538516,-6.56496059,-19.76393122,268.3121591,,,,,,-0.073660215
1.055,-6.5027466,-20.00476946,271.4802185,,,,,,-0.073687761
1.05505806,-6.49959931,-20.01672611,271.6373457,,,,,,-0.073689154
1.05511612,-6.49645178,-20.0286832,271.7944729,,,,,,-0.073690546
1.05540641,-6.48071041,-20.08847515,272.5801088,,,,,,-0.073697509
1.05685789,-6.40188948,-20.38759922,276.5082885,,,,,,-0.073732326
1.05820239,-6.32867233,-20.66491972,280.1469326,,,,,,-0.073764576
1.05954689,-6.25524842,-20.94247491,283.7855768,,,,,,-0.073796826
1.06,-6.23046491,-21.03606789,285.0118528,,,,,,-0.073807695
1.06007833,-6.22617927,-21.05429636,285.2515638,,,,,,-0.073809574
1.06015665,-6.22189325,-21.07252567,285.4912748,,,,,,-0.073811452
1.06054829,-6.20045845,-21.16368597,286.6898298,,,,,,-0.073820847
1.06250645,-6.09323837,-21.61982498,292.6826048,,,,,,-0.073867817
1.0639912,-6.01192489,-21.96606245,297.2265583,,,,,,-0.073903431
1.065,-5.95664815,-22.20149319,300.3138815,,,,,,-0.073927629
1.06504986,-5.953915,-22.21353569,300.4719164,,,,,,-0.073928825
1.06509972,-5.95118173,-22.22557857,300.6299512,,,,,,-0.073930021
1.06534901,-5.93751331,-22.28579856,301.4201256,,,,,,-0.073936001
1.06659549,-5.86911073,-22.58704052,305.3709973,,,,,,-0.0739659
1.06783888,-5.80075627,-22.88777092,309.3120727,,,,,,-0.073995725
1.06908227,-5.73226936,-23.18873641,313.2531481,,,,,,-0.074025549
1.07,-5.6816491,-23.41102658,316.1620137,,,,,,-0.074047563
1.0700458,-5.6791216,-23.42397073,316.3321291,,,,,,-0.074048661
1.07009161,-5.67659402,-23.43691533,316.5022445,,,,,,-0.07404976
1.07032062,-5.6639552,-23.50164363,317.3528213,,,,,,-0.074055253
1.0714657,-5.60075473,-23.82542553,321.6057056,,,,,,-0.07408272
1.0726783,-5.53384758,-24.16855734,326.1094072,,,,,,-0.074111807
1.07389091,-5.4669671,-24.51195122,330.6131088,,,,,,-0.074140893
1.075,-5.4058013,-24.82625989,334.7323418,,,,,,-0.074167497
1.07503509,-5.40386593,-24.83619027,334.862433,,,,,,-0.074168338
1.07507018,-5.40193054,-24.84612088,334.9925241,,,,,,-0.07416918
1.07524563,-5.3922533,-24.89577719,335.6429797,,,,,,-0.074173389
1.07612288,-5.34385587,-25.14414084,338.8952577,,,,,,-0.074194431
1.07737525,-5.27471129,-25.49894205,343.5382101,,,,,,-0.074224471
1.07862761,-5.20548241,-25.85402213,348.1811624,,,,,,-0.074254512
1.07987997,-5.13618469,-26.20938115,352.8241147,,,,,,-0.074284552
1.08,-5.12954195,-26.24345334,353.2690939,,,,,,-0.074287431
1.0800806,-5.12508135,-26.26744046,353.5827879,,,,,,-0.074289364
1.0801612,-5.12062084,-26.29142879,353.8964819,,,,,,-0.074291297
1.08056419,-5.09832081,-26.41138854,355.464952,,,,,,-0.074300964
1.0823589,-4.99911873,-26.94598989,362.4500311,,,,,,-0.074344013
1.08374251,-4.9228017,-27.35854563,367.8351036,,,,,,-0.074377202
1.085,-4.85354788,-27.73380654,372.7293213,,,,,,-0.074407365
1.08509361,-4.84839583,-27.7617077,373.0930409,,,,,,-0.07440961
1.08518722,-4.84324417,-27.78961049,373.4567605,,,,,,-0.074411855
1.08565526,-4.81749113,-27.92914886,375.2753583,,,,,,-0.074423082
1.08718786,-4.73321547,-28.3863515,381.2303359,,,,,,-0.074459844
1.08864956,-4.65291222,-28.82281247,386.9098447,,,,,,-0.074494906
1.09,-4.57882446,-29.22640576,392.1570525,,,,,,-0.074527299
1.09009596,-4.5735659,-29.25502469,392.5289353,,,,,,-0.0745296
1.09019192,-4.5683083,-29.28364533,392.9008181,,,,,,-0.074531902
1.0906717,-4.54203609,-29.42677403,394.7602319,,,,,,-0.074543411
1.09222543,-4.45716833,-29.89057074,400.7816894,,,,,,-0.07458068
1.09350851,-4.38734902,-30.27391596,405.7542551,,,,,,-0.074611457
1.09479159,-4.3177582,-30.65756726,410.7268208,,,,,,-0.074642233
1.095,-4.30647461,-30.719912,411.5345064,,,,,,-0.074647233
1.09507005,-4.30268305,-30.73592819,411.7397965,,,,,,-0.074648913
1.0951401,-4.29889207,-30.75194506,411.9450867,,,,,,-0.074650593
1.09549037,-4.27994536,-30.83203996,412.9715377,,,,,,-0.074658995
1.09682941,-4.20761873,-31.1384007,416.895651,,,,,,-0.074691114
1.09816846,-4.13543299,-31.44501362,420.8197644,,,,,,-0.074723234
1.0995075,-4.06340508,-31.75187852,424.7438777,,,,,,-0.074755353
1.1,-4.0369699,-31.86480628,426.1871589,,,,,,-0.074767167
1.10007578,-4.03290594,-31.88004664,426.3806305,,,,,,-0.074768984
1.10015156,-4.02884299,-31.89528771,426.5741021,,,,,,-0.074770802
1.10053045,-4.00854408,-31.97150349,427.5414601,,,,,,-0.07477989
1.10208107,-3.92578392,-32.28360324,431.5004169,,,,,,-0.074817085
1.10328455,-3.8619318,-32.5260355,434.573073,,,,,,-0.074845952
1.10448803,-3.79841279,-32.76864516,437.6457291,,,,,,-0.07487482
1.105,-3.77148963,-32.87190631,438.9528518,,,,,,-0.0748871
1.10509177,-3.7666696,-32.89030418,439.185617,,,,,,-0.074889302
1.10518354,-3.76185139,-32.90870308,439.4183821,,,,,,-0.074891503
1.10564241,-3.73778691,-33.00071314,440.5822078,,,,,,-0.07490251
1.10715556,-3.65873043,-33.30430834,444.4200592,,,,,,-0.074938805
1.10851324,-3.58817864,-33.57694693,447.8635794,,,,,,-0.074971372
1.10987091,-3.51801925,-33.84980969,451.3070996,,,,,,-0.075003938
1.11,-3.51137176,-33.87576482,451.6345045,,,,,,-0.075007034
1.11008603,-3.5069439,-33.8975405,451.9123868,,,,,,-0.075009098
1.11017206,-3.50251803,-33.91931733,452.1902691,,,,,,-0.075011162
1.11060221,-3.48041962,-34.02821869,453.5796804,,,,,,-0.075021479
1.11200731,-3.40862781,-34.38414523,458.1181967,,,,,,-0.075055183
1.11320947,-3.3477184,-34.68890841,462.0012187,,,,,,-0.075084019
1.11441163,-3.28729267,-34.99389553,465.8842407,,,,,,-0.075112855
1.115,-3.25789369,-35.14324527,467.7846856,,,,,,-0.075126968
1.11505651,-3.25507591,-35.15639673,467.951299,,,,,,-0.075128324
1.11511302,-3.25225918,-35.16954864,468.1179123,,,,,,-0.075129679
1.11539559,-3.23819108,-35.23531521,468.9509792,,,,,,-0.075136457
1.11657285,-3.17985341,-35.50944505,472.4218544,,,,,,-0.075164696
1.11775011,-3.12195089,-35.78377092,475.8927297,,,,,,-0.075192935
1.11892737,-3.06448306,-36.05829282,479.3636049,,,,,,-0.075221173
1.12,-3.01252864,-36.30858681,482.5260005,,,,,,-0.075246902
1.12007207,-3.00905306,-36.32900407,482.7862458,,,,,,-0.075248631
1.12014414,-3.00557951,-36.34942223,483.0464911,,,,,,-0.07525036
1.12050448,-2.98824321,-36.45152639,484.3477175,,,,,,-0.075259003
1.12188621,-2.92229221,-36.8432543,489.3372823,,,,,,-0.075292146
1.12311198,-2.86452096,-37.19104049,493.7636193,,,,,,-0.075321549
1.12433774,-2.80743006,-37.53908686,498.1899563,,,,,,-0.075350951
1.125,-2.77685365,-37.72723939,500.5814398,,,,,,-0.075366836
1.1250584,-2.7741659,-37.74508446,500.8089074,,,,,,-0.075368237
1.12511681,-2.77147953,-37.76293028,501.036375,,,,,,-0.075369638
1.12540882,-2.75806837,-37.85216846,502.1737132,,,,,,-0.075376643
1.12658569,-2.70436225,-38.21197762,506.7574108,,,,,,-0.075404872
1.12776256,-2.65119227,-38.57204557,511.3411085,,,,,,-0.075433101
1.12893944,-2.59855201,-38.93237243,515.9248061,,,,,,-0.075461331
1.13,-2.55158882,-39.25730967,520.0554956,,,,,,-0.07548677
1.13005601,-2.54912212,-39.2772929,520.3109601,,,,,,-0.075488114
1.13011201,-2.54665683,-39.29727669,520.5664245,,,,,,-0.075489457
1.13039204,-2.53435176,-39.3972063,521.8437469,,,,,,-0.075496174
1.13170535,-2.47715072,-39.8660949,527.8342587,,,,,,-0.075527676
